,gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,gamesStarted,decision,shotsAgainst,goalsAgainst,savePctg,shutouts,opponentAbbrev,pim,toi,seasonId,playerId
0,2003020752.0,PIT,H,2004-01-27,0.0,0.0,{'default': 'Penguins'},{'default': 'Lightning'},1.0,L,38.0,5.0,0.868421,0.0,TBL,0.0,59:50,20032004,8470594
1,2003020734.0,PIT,H,2004-01-24,0.0,0.0,{'default': 'Penguins'},{'default': 'Avalanche'},1.0,L,33.0,5.0,0.848485,0.0,COL,0.0,57:40,20032004,8470594
2,2003020715.0,PIT,R,2004-01-22,0.0,0.0,{'default': 'Penguins'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1.0,L,23.0,6.0,0.73913,0.0,OTT,0.0,39:59,20032004,8470594
3,2003020674.0,PIT,R,2004-01-16,0.0,0.0,{'default': 'Penguins'},{'default': 'Wild'},1.0,L,25.0,4.0,0.84,0.0,MIN,0.0,58:47,20032004,8470594
4,2003020408.0,PIT,R,2003-12-09,0.0,0.0,{'default': 'Penguins'},{'default': 'Canucks'},1.0,L,37.0,4.0,0.891892,0.0,VAN,0.0,60:24,20032004,8470594
5,2003020392.0,PIT,R,2003-12-06,0.0,0.0,{'default': 'Penguins'},{'default': 'Oilers'},1.0,L,42.0,4.0,0.904762,0.0,EDM,0.0,59:14,20032004,8470594
6,2003020354.0,PIT,H,2003-12-01,0.0,0.0,{'default': 'Penguins'},{'default': 'Thrashers'},1.0,W,27.0,3.0,0.888889,0.0,ATL,0.0,60:00,20032004,8470594
7,2003020331.0,PIT,H,2003-11-28,0.0,0.0,{'default': 'Penguins'},{'default': 'Rangers'},1.0,L,35.0,4.0,0.885714,0.0,NYR,0.0,59:55,20032004,8470594
8,2003020281.0,PIT,R,2003-11-21,0.0,0.0,{'default': 'Penguins'},{'default': 'Devils'},1.0,L,33.0,2.0,0.939394,0.0,NJD,0.0,59:46,20032004,8470594
9,2003020265.0,PIT,H,2003-11-19,0.0,0.0,{'default': 'Penguins'},{'default': 'Wild'},1.0,L,9.0,3.0,0.666667,0.0,MIN,0.0,19:32,20032004,8470594
10,2003020221.0,PIT,R,2003-11-12,0.0,0.0,{'default': 'Penguins'},{'default': 'Rangers'},1.0,L,42.0,6.0,0.857143,0.0,NYR,0.0,60:00,20032004,8470594
11,2003020201.0,PIT,R,2003-11-08,0.0,0.0,{'default': 'Penguins'},{'default': 'Lightning'},0.0,,5.0,1.0,0.8,0.0,TBL,0.0,11:20,20032004,8470594
12,2003020189.0,PIT,R,2003-11-07,0.0,0.0,{'default': 'Penguins'},{'default': 'Panthers'},1.0,L,45.0,5.0,0.888889,0.0,FLA,0.0,58:06,20032004,8470594
13,2003020170.0,PIT,R,2003-11-04,0.0,0.0,{'default': 'Penguins'},{'default': 'Maple Leafs'},1.0,L,38.0,4.0,0.894737,0.0,TOR,0.0,58:58,20032004,8470594
14,2003020149.0,PIT,H,2003-11-01,0.0,0.0,{'default': 'Penguins'},{'default': 'Bruins'},1.0,W,32.0,2.0,0.9375,0.0,BOS,0.0,62:10,20032004,8470594
15,2003020142.0,PIT,R,2003-10-30,0.0,0.0,{'default': 'Penguins'},{'default': 'Blackhawks'},1.0,W,20.0,0.0,1.0,1.0,CHI,0.0,60:00,20032004,8470594
16,2003020131.0,PIT,H,2003-10-29,0.0,0.0,{'default': 'Penguins'},{'default': 'Islanders'},1.0,T,39.0,4.0,0.897436,0.0,NYI,0.0,64:52,20032004,8470594
17,2003020097.0,PIT,H,2003-10-24,0.0,0.0,{'default': 'Penguins'},{'default': 'Devils'},1.0,L,34.0,2.0,0.941176,0.0,NJD,0.0,58:59,20032004,8470594
18,2003020083.0,PIT,H,2003-10-22,0.0,0.0,{'default': 'Penguins'},{'default': 'Hurricanes'},1.0,T,36.0,1.0,0.972222,0.0,CAR,0.0,65:00,20032004,8470594
19,2003020060.0,PIT,H,2003-10-18,0.0,0.0,{'default': 'Penguins'},{'default': 'Red Wings'},1.0,W,34.0,3.0,0.911765,0.0,DET,0.0,60:00,20032004,8470594
20,2003020013.0,PIT,H,2003-10-10,0.0,0.0,{'default': 'Penguins'},{'default': 'Kings'},1.0,L,48.0,2.0,0.958333,0.0,LAK,0.0,59:30,20032004,8470594
0,2007020461.0,LAK,R,2007-12-13,0.0,0.0,{'default': 'Kings'},{'default': 'Stars'},1.0,L,18.0,4.0,0.777778,0.0,DAL,0.0,34:52,20072008,8471734
1,2007020451.0,LAK,R,2007-12-12,0.0,0.0,{'default': 'Kings'},{'default': 'Blackhawks'},0.0,L,27.0,3.0,0.888889,0.0,CHI,0.0,45:47,20072008,8471734
2,2007020411.0,LAK,H,2007-12-06,0.0,0.0,{'default': 'Kings'},{'default': 'Sabres'},1.0,W,17.0,2.0,0.882353,0.0,BUF,0.0,59:52,20072008,8471734
0,2008021188.0,WSH,R,2009-04-07,0.0,0.0,{'default': 'Capitals'},{'default': 'Thrashers'},1.0,W,31.0,2.0,0.935484,0.0,ATL,0.0,59:56,20082009,8473575
1,2008021160.0,WSH,H,2009-04-03,0.0,0.0,{'default': 'Capitals'},{'default': 'Sabres'},1.0,O,30.0,5.0,0.833333,0.0,BUF,0.0,61:47,20082009,8473575
2,2008021057.0,WSH,R,2009-03-19,0.0,0.0,{'default': 'Capitals'},{'default': 'Lightning'},1.0,W,28.0,2.0,0.928571,0.0,TBL,0.0,59:53,20082009,8473575
3,2008021038.0,WSH,R,2009-03-16,0.0,0.0,{'default': 'Capitals'},{'default': 'Thrashers'},0.0,,6.0,1.0,0.833333,0.0,ATL,0.0,26:58,20082009,8473575
4,2008020461.0,WSH,H,2008-12-18,0.0,0.0,{'default': 'Capitals'},{'default': 'Blues'},1.0,W,31.0,2.0,0.935484,0.0,STL,2.0,59:59,20082009,8473575
5,2008020432.0,WSH,R,2008-12-13,0.0,0.0,{'default': 'Capitals'},{'default': 'Canadiens'},1.0,W,33.0,1.0,0.969697,0.0,MTL,0.0,60:00,20082009,8473575
0,2010020723.0,FLA,R,2011-01-23,0.0,0.0,{'default': 'Panthers'},{'default': 'Devils'},0.0,L,14.0,2.0,0.857143,0.0,NJD,0.0,39:49,20102011,8474593
0,2011020593.0,FLA,R,2012-01-06,0.0,0.0,{'default': 'Panthers'},{'default': 'Devils'},1.0,L,27.0,3.0,0.888889,0.0,NJD,0.0,59:20,20112012,8474593
1,2011020332.0,FLA,R,2011-11-26,0.0,0.0,{'default': 'Panthers'},{'default': 'Lightning'},1.0,L,34.0,5.0,0.852941,0.0,TBL,0.0,59:58,20112012,8474593
2,2011020172.0,FLA,H,2011-11-03,0.0,0.0,{'default': 'Panthers'},{'default': 'Blackhawks'},1.0,O,33.0,2.0,0.939394,0.0,CHI,0.0,65:00,20112012,8474593
3,2011020130.0,FLA,R,2011-10-27,0.0,0.0,{'default': 'Panthers'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1.0,L,38.0,4.0,0.894737,0.0,OTT,0.0,59:35,20112012,8474593
4,2011020111.0,FLA,R,2011-10-24,0.0,0.0,{'default': 'Panthers'},{'default': 'Canadiens'},1.0,W,41.0,1.0,0.97561,0.0,MTL,0.0,60:00,20112012,8474593
5,2011020105.0,FLA,H,2011-10-22,0.0,0.0,{'default': 'Panthers'},{'default': 'Islanders'},0.0,W,18.0,0.0,1.0,0.0,NYI,0.0,20:00,20112012,8474593
6,2011020070.0,FLA,R,2011-10-18,0.0,0.0,{'default': 'Panthers'},{'default': 'Capitals'},1.0,L,31.0,2.0,0.935484,0.0,WSH,0.0,59:22,20112012,8474593
0,2012020216.0,DET,R,2013-02-17,0.0,0.0,{'default': 'Red Wings'},{'default': 'Wild'},1.0,L,24.0,3.0,0.875,0.0,MIN,0.0,59:09,20122013,8475852
1,2012020149.0,DET,R,2013-02-07,0.0,0.0,{'default': 'Red Wings'},{'default': 'Blues'},1.0,W,27.0,1.0,0.962963,0.0,STL,0.0,60:00,20122013,8475852
0,2012020356.0,WSH,R,2013-03-09,0.0,0.0,{'default': 'Capitals'},{'default': 'Islanders'},1.0,L,45.0,5.0,0.888889,0.0,NYI,0.0,58:53,20122013,8475831
1,2012020285.0,WSH,R,2013-02-27,0.0,0.0,{'default': 'Capitals'},{'default': 'Flyers'},0.0,,14.0,0.0,1.0,0.0,PHI,0.0,25:05,20122013,8475831
0,2012020712.0,FLA,R,2013-04-27,0.0,0.0,{'default': 'Panthers'},{'default': 'Lightning'},1.0,W,31.0,3.0,0.903226,0.0,TBL,0.0,60:00,20122013,8474593
1,2012020698.0,FLA,H,2013-04-25,0.0,0.0,{'default': 'Panthers'},{'default': 'Maple Leafs'},1.0,L,17.0,4.0,0.764706,0.0,TOR,0.0,60:00,20122013,8474593
2,2012020685.0,FLA,H,2013-04-23,0.0,0.0,{'default': 'Panthers'},{'default': 'Rangers'},1.0,W,38.0,2.0,0.947368,0.0,NYR,0.0,59:54,20122013,8474593
3,2012020668.0,FLA,R,2013-04-21,0.0,0.0,{'default': 'Panthers'},{'default': 'Bruins'},1.0,L,38.0,2.0,0.947368,0.0,BOS,0.0,59:30,20122013,8474593
4,2012020660.0,FLA,R,2013-04-20,0.0,0.0,{'default': 'Panthers'},{'default': 'Devils'},1.0,L,33.0,6.0,0.818182,0.0,NJD,0.0,60:00,20122013,8474593
5,2012020632.0,FLA,R,2013-04-16,0.0,0.0,{'default': 'Panthers'},{'default': 'Islanders'},1.0,L,18.0,5.0,0.722222,0.0,NYI,0.0,23:33,20122013,8474593
6,2012020616.0,FLA,H,2013-04-13,0.0,0.0,{'default': 'Panthers'},{'default': 'Penguins'},1.0,L,21.0,2.0,0.904762,0.0,PIT,0.0,59:57,20122013,8474593
7,2012020602.0,FLA,R,2013-04-11,0.0,0.0,{'default': 'Panthers'},{'default': 'Jets'},1.0,L,23.0,6.0,0.73913,0.0,WPG,0.0,31:58,20122013,8474593
8,2012020566.0,FLA,H,2013-04-06,0.0,0.0,{'default': 'Panthers'},{'default': 'Capitals'},1.0,L,31.0,4.0,0.870968,0.0,WSH,0.0,58:17,20122013,8474593
9,2012020535.0,FLA,R,2013-04-02,0.0,0.0,{'default': 'Panthers'},{'default': 'Lightning'},1.0,W,41.0,2.0,0.95122,0.0,TBL,0.0,65:00,20122013,8474593
10,2012020514.0,FLA,H,2013-03-30,0.0,0.0,{'default': 'Panthers'},{'default': 'Devils'},1.0,W,26.0,2.0,0.923077,0.0,NJD,0.0,60:39,20122013,8474593
11,2012020496.0,FLA,H,2013-03-28,0.0,0.0,{'default': 'Panthers'},{'default': 'Sabres'},1.0,W,40.0,4.0,0.9,0.0,BUF,0.0,64:46,20122013,8474593
12,2012020479.0,FLA,R,2013-03-26,0.0,0.0,{'default': 'Panthers'},{'default': 'Maple Leafs'},1.0,L,31.0,3.0,0.903226,0.0,TOR,0.0,58:28,20122013,8474593
13,2012020465.0,FLA,R,2013-03-24,0.0,0.0,{'default': 'Panthers'},{'default': 'Islanders'},1.0,L,35.0,1.0,0.971429,0.0,NYI,0.0,59:13,20122013,8474593
14,2012020445.0,FLA,R,2013-03-21,0.0,0.0,{'default': 'Panthers'},{'default': 'Rangers'},1.0,W,45.0,1.0,0.977778,0.0,NYR,0.0,60:00,20122013,8474593
15,2012020431.0,FLA,R,2013-03-19,0.0,0.0,{'default': 'Panthers'},{'default': 'Hurricanes'},1.0,W,34.0,1.0,0.970588,0.0,CAR,0.0,60:00,20122013,8474593
16,2012020381.0,FLA,H,2013-03-12,0.0,0.0,{'default': 'Panthers'},{'default': 'Lightning'},1.0,L,13.0,3.0,0.769231,0.0,TBL,0.0,59:08,20122013,8474593
17,2012020367.0,FLA,H,2013-03-10,0.0,0.0,{'default': 'Panthers'},{'default': 'Canadiens'},1.0,L,38.0,5.0,0.868421,0.0,MTL,0.0,60:00,20122013,8474593
18,2012020351.0,FLA,H,2013-03-08,0.0,0.0,{'default': 'Panthers'},{'default': 'Jets'},1.0,O,28.0,3.0,0.892857,0.0,WPG,0.0,64:19,20122013,8474593
19,2012020343.0,FLA,R,2013-03-07,0.0,0.0,{'default': 'Panthers'},{'default': 'Capitals'},1.0,L,2.0,2.0,0.0,0.0,WSH,0.0,3:10,20122013,8474593
20,2012020330.0,FLA,H,2013-03-05,0.0,0.0,{'default': 'Panthers'},{'default': 'Jets'},1.0,W,31.0,1.0,0.967742,0.0,WPG,0.0,60:00,20122013,8474593
21,2012020262.0,FLA,H,2013-02-24,0.0,0.0,{'default': 'Panthers'},{'default': 'Bruins'},1.0,L,31.0,3.0,0.903226,0.0,BOS,0.0,59:09,20122013,8474593
22,2012020247.0,FLA,R,2013-02-22,0.0,0.0,{'default': 'Panthers'},{'default': 'Penguins'},1.0,L,40.0,3.0,0.925,0.0,PIT,0.0,58:44,20122013,8474593
0,2012020653.0,MIN,R,2013-04-18,0.0,0.0,{'default': 'Wild'},{'default': 'Sharks'},0.0,,2.0,1.0,0.5,0.0,SJS,0.0,15:39,20122013,8475311
1,2012020552.0,MIN,R,2013-04-04,0.0,0.0,{'default': 'Wild'},{'default': 'Kings'},0.0,,12.0,1.0,0.916667,0.0,LAK,0.0,56:53,20122013,8475311
2,2012020332.0,MIN,R,2013-03-05,0.0,0.0,{'default': 'Wild'},{'default': 'Blackhawks'},0.0,,15.0,1.0,0.933333,0.0,CHI,0.0,38:42,20122013,8475311
3,2012020301.0,MIN,R,2013-03-01,0.0,0.0,{'default': 'Wild'},{'default': 'Ducks'},1.0,L,29.0,3.0,0.896552,0.0,ANA,0.0,58:09,20122013,8475311
4,2012020216.0,MIN,H,2013-02-17,0.0,0.0,{'default': 'Wild'},{'default': 'Red Wings'},1.0,W,31.0,2.0,0.935484,0.0,DET,0.0,60:00,20122013,8475311
5,2012020187.0,MIN,R,2013-02-12,0.0,0.0,{'default': 'Wild'},{'default': 'Canucks'},1.0,L,30.0,2.0,0.933333,0.0,VAN,0.0,58:55,20122013,8475311
0,2012020672.0,STL,R,2013-04-21,0.0,0.0,{'default': 'Blues'},{'default': 'Avalanche'},0.0,,12.0,1.0,0.916667,0.0,COL,0.0,22:37,20122013,8474596
1,2012020606.0,STL,R,2013-04-12,0.0,0.0,{'default': 'Blues'},{'default': 'Blue Jackets'},1.0,L,19.0,4.0,0.789474,0.0,CBJ,0.0,60:00,20122013,8474596
2,2012020555.0,STL,H,2013-04-05,0.0,0.0,{'default': 'Blues'},{'default': 'Blue Jackets'},1.0,W,27.0,1.0,0.962963,0.0,CBJ,0.0,60:00,20122013,8474596
3,2012020485.0,STL,H,2013-03-26,0.0,0.0,{'default': 'Blues'},{'default': 'Oilers'},1.0,L,7.0,3.0,0.571429,0.0,EDM,0.0,25:17,20122013,8474596
4,2012020436.0,STL,R,2013-03-19,0.0,0.0,{'default': 'Blues'},{'default': 'Canucks'},1.0,L,19.0,3.0,0.842105,0.0,VAN,0.0,59:26,20122013,8474596
5,2012020414.0,STL,H,2013-03-16,0.0,0.0,{'default': 'Blues'},{'default': 'Ducks'},1.0,W,28.0,1.0,0.964286,0.0,ANA,0.0,60:33,20122013,8474596
6,2012020397.0,STL,H,2013-03-14,0.0,0.0,{'default': 'Blues'},{'default': 'Coyotes'},1.0,W,28.0,0.0,1.0,1.0,PHX,0.0,60:00,20122013,8474596
7,2012020383.0,STL,H,2013-03-12,0.0,0.0,{'default': 'Blues'},{'default': 'Sharks'},1.0,W,41.0,2.0,0.95122,0.0,SJS,0.0,60:00,20122013,8474596
8,2012020358.0,STL,R,2013-03-09,0.0,0.0,{'default': 'Blues'},{'default': 'Sharks'},1.0,W,25.0,3.0,0.88,0.0,SJS,0.0,61:12,20122013,8474596
9,2012020348.0,STL,R,2013-03-07,0.0,0.0,{'default': 'Blues'},{'default': 'Coyotes'},1.0,W,26.0,3.0,0.884615,0.0,PHX,0.0,60:00,20122013,8474596
10,2012020230.0,STL,H,2013-02-19,0.0,0.0,{'default': 'Blues'},{'default': 'Sharks'},1.0,L,25.0,2.0,0.92,0.0,SJS,0.0,58:16,20122013,8474596
11,2012020218.0,STL,R,2013-02-17,0.0,0.0,{'default': 'Blues'},{'default': 'Canucks'},1.0,W,31.0,3.0,0.903226,0.0,VAN,0.0,65:00,20122013,8474596
12,2012020202.0,STL,R,2013-02-15,0.0,0.0,{'default': 'Blues'},{'default': 'Flames'},1.0,W,32.0,2.0,0.9375,0.0,CGY,0.0,60:00,20122013,8474596
13,2012020189.0,STL,R,2013-02-13,0.0,0.0,{'default': 'Blues'},{'default': 'Red Wings'},1.0,W,18.0,3.0,0.833333,0.0,DET,0.0,60:52,20122013,8474596
14,2012020136.0,STL,H,2013-02-05,0.0,0.0,{'default': 'Blues'},{'default': 'Predators'},0.0,,8.0,2.0,0.75,0.0,NSH,0.0,30:40,20122013,8474596
0,2013021203.0,LAK,R,2014-04-10,0.0,0.0,{'default': 'Kings'},{'default': 'Oilers'},1.0,W,17.0,0.0,1.0,1.0,EDM,0.0,60:00,20132014,8474889
1,2013021152.0,LAK,R,2014-04-03,0.0,0.0,{'default': 'Kings'},{'default': 'Sharks'},1.0,L,21.0,2.0,0.904762,0.0,SJS,0.0,59:22,20132014,8474889
2,2013021094.0,LAK,R,2014-03-27,0.0,0.0,{'default': 'Kings'},{'default': 'Penguins'},1.0,W,37.0,2.0,0.945946,0.0,PIT,0.0,60:00,20132014,8474889
3,2013021012.0,LAK,H,2014-03-15,0.0,0.0,{'default': 'Kings'},{'default': 'Ducks'},1.0,L,20.0,2.0,0.9,0.0,ANA,0.0,58:46,20132014,8474889
4,2013020973.0,LAK,R,2014-03-10,0.0,0.0,{'default': 'Kings'},{'default': 'Flames'},1.0,W,26.0,2.0,0.923077,0.0,CGY,0.0,60:00,20132014,8474889
5,2013020884.0,LAK,R,2014-02-26,0.0,0.0,{'default': 'Kings'},{'default': 'Avalanche'},1.0,W,29.0,4.0,0.862069,0.0,COL,0.0,59:39,20132014,8474889
6,2013020818.0,LAK,H,2014-01-30,0.0,0.0,{'default': 'Kings'},{'default': 'Penguins'},0.0,,15.0,1.0,0.933333,0.0,PIT,0.0,40:00,20132014,8474889
7,2013020751.0,LAK,R,2014-01-21,0.0,0.0,{'default': 'Kings'},{'default': 'Blue Jackets'},1.0,L,34.0,5.0,0.852941,0.0,CBJ,0.0,58:03,20132014,8474889
8,2013020616.0,LAK,R,2014-01-02,0.0,0.0,{'default': 'Kings'},{'default': 'Blues'},1.0,L,14.0,2.0,0.857143,0.0,STL,0.0,31:41,20132014,8474889
9,2013020596.0,LAK,R,2013-12-30,0.0,0.0,{'default': 'Kings'},{'default': 'Blackhawks'},1.0,L,30.0,1.0,0.966667,0.0,CHI,0.0,59:24,20132014,8474889
10,2013020565.0,LAK,H,2013-12-23,0.0,0.0,{'default': 'Kings'},{'default': 'Stars'},1.0,L,23.0,4.0,0.826087,0.0,DAL,0.0,59:12,20132014,8474889
11,2013020540.0,LAK,H,2013-12-21,0.0,0.0,{'default': 'Kings'},{'default': 'Avalanche'},1.0,W,25.0,2.0,0.92,0.0,COL,0.0,64:48,20132014,8474889
12,2013020533.0,LAK,H,2013-12-19,0.0,1.0,{'default': 'Kings'},{'default': 'Sharks'},1.0,W,32.0,1.0,0.96875,0.0,SJS,0.0,59:47,20132014,8474889
13,2013020520.0,LAK,H,2013-12-17,0.0,0.0,{'default': 'Kings'},{'default': 'Oilers'},1.0,W,24.0,0.0,1.0,1.0,EDM,0.0,60:00,20132014,8474889
14,2013020488.0,LAK,R,2013-12-14,0.0,0.0,{'default': 'Kings'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1.0,W,39.0,2.0,0.948718,0.0,OTT,0.0,59:57,20132014,8474889
15,2013020470.0,LAK,R,2013-12-11,0.0,0.0,{'default': 'Kings'},{'default': 'Maple Leafs'},1.0,W,39.0,1.0,0.974359,0.0,TOR,0.0,60:00,20132014,8474889
16,2013020461.0,LAK,R,2013-12-10,0.0,0.0,{'default': 'Kings'},{'default': 'Canadiens'},1.0,W,31.0,0.0,1.0,1.0,MTL,0.0,60:00,20132014,8474889
17,2013020448.0,LAK,H,2013-12-07,0.0,0.0,{'default': 'Kings'},{'default': 'Islanders'},1.0,W,16.0,0.0,1.0,1.0,NYI,0.0,59:56,20132014,8474889
18,2013020418.0,LAK,R,2013-12-03,0.0,0.0,{'default': 'Kings'},{'default': 'Ducks'},1.0,W,28.0,2.0,0.928571,0.0,ANA,0.0,64:05,20132014,8474889
0,2013021229.0,ANA,H,2014-04-13,0.0,0.0,{'default': 'Ducks'},{'default': 'Avalanche'},1.0,W,31.0,2.0,0.935484,0.0,COL,0.0,61:16,20132014,8476434
1,2013021193.0,ANA,H,2014-04-09,0.0,0.0,{'default': 'Ducks'},{'default': 'Sharks'},1.0,W,38.0,2.0,0.947368,0.0,SJS,0.0,60:00,20132014,8476434
2,2013021179.0,ANA,R,2014-04-07,0.0,0.0,{'default': 'Ducks'},{'default': 'Canucks'},1.0,W,18.0,0.0,1.0,1.0,VAN,0.0,59:51,20132014,8476434
0,2013021224.0,DET,R,2014-04-13,0.0,0.0,{'default': 'Red Wings'},{'default': 'Blues'},1.0,W,23.0,0.0,1.0,1.0,STL,0.0,60:00,20132014,8475852
1,2013020979.0,DET,R,2014-03-11,0.0,0.0,{'default': 'Red Wings'},{'default': 'Blue Jackets'},1.0,L,37.0,4.0,0.891892,0.0,CBJ,0.0,59:56,20132014,8475852
2,2013020742.0,DET,H,2014-01-20,0.0,0.0,{'default': 'Red Wings'},{'default': 'Blues'},0.0,,14.0,1.0,0.928571,0.0,STL,0.0,29:16,20132014,8475852
3,2013020691.0,DET,R,2014-01-12,0.0,0.0,{'default': 'Red Wings'},{'default': 'Ducks'},1.0,L,23.0,1.0,0.956522,0.0,ANA,0.0,58:37,20132014,8475852
4,2013020668.0,DET,R,2014-01-09,0.0,0.0,{'default': 'Red Wings'},{'default': 'Sharks'},0.0,,3.0,0.0,1.0,0.0,SJS,0.0,20:00,20132014,8475852
5,2013020558.0,DET,H,2013-12-23,0.0,0.0,{'default': 'Red Wings'},{'default': 'Islanders'},1.0,L,19.0,3.0,0.842105,0.0,NYI,0.0,60:00,20132014,8475852
6,2013020514.0,DET,H,2013-12-17,0.0,0.0,{'default': 'Red Wings'},{'default': 'Ducks'},0.0,,19.0,2.0,0.894737,0.0,ANA,0.0,41:43,20132014,8475852
7,2013020500.0,DET,H,2013-12-15,0.0,0.0,{'default': 'Red Wings'},{'default': 'Lightning'},1.0,L,26.0,2.0,0.923077,0.0,TBL,0.0,59:06,20132014,8475852
8,2013020210.0,DET,R,2013-11-02,0.0,0.0,{'default': 'Red Wings'},{'default': 'Oilers'},1.0,W,14.0,0.0,1.0,1.0,EDM,0.0,60:00,20132014,8475852
0,2013020935.0,WSH,R,2014-03-05,0.0,0.0,{'default': 'Capitals'},{'default': 'Flyers'},0.0,L,11.0,1.0,0.909091,0.0,PHI,0.0,27:32,20132014,8475831
1,2013020738.0,WSH,R,2014-01-19,0.0,0.0,{'default': 'Capitals'},{'default': 'Rangers'},1.0,L,8.0,3.0,0.625,0.0,NYR,0.0,17:49,20132014,8475831
2,2013020721.0,WSH,R,2014-01-17,0.0,0.0,{'default': 'Capitals'},{'default': 'Blue Jackets'},1.0,L,14.0,3.0,0.785714,0.0,CBJ,0.0,21:41,20132014,8475831
3,2013020698.0,WSH,H,2014-01-14,0.0,0.0,{'default': 'Capitals'},{'default': 'Sharks'},1.0,O,29.0,1.0,0.965517,0.0,SJS,0.0,65:00,20132014,8475831
4,2013020685.0,WSH,H,2014-01-12,0.0,0.0,{'default': 'Capitals'},{'default': 'Sabres'},1.0,O,31.0,1.0,0.967742,0.0,BUF,0.0,65:00,20132014,8475831
5,2013020663.0,WSH,R,2014-01-09,0.0,0.0,{'default': 'Capitals'},{'default': 'Lightning'},1.0,W,36.0,3.0,0.916667,0.0,TBL,0.0,59:55,20132014,8475831
6,2013020614.0,WSH,H,2014-01-02,0.0,0.0,{'default': 'Capitals'},{'default': 'Hurricanes'},1.0,O,33.0,4.0,0.878788,0.0,CAR,0.0,61:20,20132014,8475831
7,2013020595.0,WSH,R,2013-12-30,0.0,0.0,{'default': 'Capitals'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1.0,L,37.0,2.0,0.945946,0.0,OTT,0.0,58:56,20132014,8475831
8,2013020585.0,WSH,R,2013-12-29,0.0,0.0,{'default': 'Capitals'},{'default': 'Sabres'},1.0,O,17.0,1.0,0.941176,0.0,BUF,0.0,65:00,20132014,8475831
9,2013020570.0,WSH,H,2013-12-27,0.0,0.0,{'default': 'Capitals'},{'default': 'Rangers'},1.0,W,40.0,2.0,0.95,0.0,NYR,0.0,59:59,20132014,8475831
10,2013020555.0,WSH,H,2013-12-23,0.0,0.0,{'default': 'Capitals'},{'default': 'Ducks'},1.0,L,29.0,3.0,0.896552,0.0,ANA,0.0,58:54,20132014,8475831
11,2013020536.0,WSH,R,2013-12-20,0.0,0.0,{'default': 'Capitals'},{'default': 'Hurricanes'},1.0,W,41.0,2.0,0.95122,0.0,CAR,0.0,60:00,20132014,8475831
12,2013020499.0,WSH,H,2013-12-15,0.0,0.0,{'default': 'Capitals'},{'default': 'Flyers'},1.0,W,28.0,4.0,0.857143,0.0,PHI,0.0,64:48,20132014,8475831
13,2013020485.0,WSH,R,2013-12-13,0.0,0.0,{'default': 'Capitals'},{'default': 'Panthers'},1.0,O,41.0,2.0,0.95122,0.0,FLA,0.0,65:00,20132014,8475831
14,2013020459.0,WSH,H,2013-12-10,0.0,0.0,{'default': 'Capitals'},{'default': 'Lightning'},0.0,W,34.0,2.0,0.941176,0.0,TBL,0.0,52:47,20132014,8475831
15,2013020451.0,WSH,R,2013-12-08,0.0,0.0,{'default': 'Capitals'},{'default': 'Rangers'},1.0,W,31.0,1.0,0.967742,0.0,NYR,0.0,59:42,20132014,8475831
16,2013020412.0,WSH,H,2013-12-03,0.0,0.0,{'default': 'Capitals'},{'default': 'Hurricanes'},0.0,,9.0,0.0,1.0,0.0,CAR,0.0,20:00,20132014,8475831
0,2013021228.0,VAN,H,2014-04-13,0.0,0.0,{'default': 'Canucks'},{'default': 'Flames'},1.0,W,22.0,1.0,0.954545,0.0,CGY,0.0,60:00,20132014,8474593
1,2013021219.0,VAN,R,2014-04-12,0.0,0.0,{'default': 'Canucks'},{'default': 'Oilers'},1.0,L,22.0,5.0,0.772727,0.0,EDM,0.0,60:00,20132014,8474593
2,2013021204.0,VAN,H,2014-04-10,0.0,0.0,{'default': 'Canucks'},{'default': 'Avalanche'},1.0,L,27.0,3.0,0.888889,0.0,COL,0.0,59:46,20132014,8474593
3,2013020944.0,VAN,R,2014-03-06,0.0,0.0,{'default': 'Canucks'},{'default': 'Stars'},0.0,,5.0,1.0,0.8,0.0,DAL,0.0,19:48,20132014,8474593
4,2013020538.0,FLA,R,2013-12-20,0.0,0.0,{'default': 'Panthers'},{'default': 'Jets'},1.0,L,32.0,5.0,0.84375,0.0,WPG,0.0,59:57,20132014,8474593
5,2013020221.0,FLA,H,2013-11-05,0.0,0.0,{'default': 'Panthers'},{'default': 'Oilers'},1.0,O,27.0,4.0,0.851852,0.0,EDM,0.0,61:44,20132014,8474593
6,2013020195.0,FLA,H,2013-11-01,0.0,0.0,{'default': 'Panthers'},{'default': 'Blues'},1.0,L,23.0,4.0,0.826087,0.0,STL,0.0,60:00,20132014,8474593
7,2013020167.0,FLA,H,2013-10-27,0.0,0.0,{'default': 'Panthers'},{'default': 'Lightning'},1.0,O,28.0,3.0,0.892857,0.0,TBL,0.0,65:00,20132014,8474593
8,2013020152.0,FLA,H,2013-10-25,0.0,0.0,{'default': 'Panthers'},{'default': 'Sabres'},1.0,L,20.0,2.0,0.9,0.0,BUF,0.0,58:49,20132014,8474593
