,assists,gamesPlayed,gamesStarted,goalieFullName,goals,goalsAgainst,goalsAgainstAverage,lastName,losses,otLosses,penaltyMinutes,playerId,points,savePct,saves,seasonId,shootsCatches,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
0,0,1,0,Adam Hauser,0,6,7.08428,Hauser,0,0.0,0,8467954,0,0.75,18,20052006,L,24,0,LAK,,3049,0
1,0,4,3,Maxime Ouellet,0,12,3.24909,Ouellet,2,1.0,2,8467895,0,0.8938,101,20052006,L,113,0,VAN,,13296,0
2,0,1,0,Robert McVicar,0,0,0.0,McVicar,0,0.0,0,8469750,0,,0,20052006,L,0,0,VAN,,164,0
3,0,2,1,Corey Crawford,0,5,3.47021,Crawford,0,1.0,0,8470645,0,0.87804,36,20052006,L,41,0,CHI,,5187,0
4,0,12,5,Reinhard Divis,0,37,4.67253,Divis,5,1.0,0,8468741,0,0.8398200000000001,194,20052006,L,231,0,STL,,28507,0
5,0,1,1,Dany Sabourin,0,4,11.67883,Sabourin,1,0.0,0,8467430,0,0.71428,10,20052006,L,14,0,PIT,,1233,0
6,0,1,1,Brian Eklund,0,3,3.09189,Eklund,1,0.0,0,8468706,0,0.8421000000000001,16,20052006,L,19,0,TBL,,3493,0
7,0,1,0,Chris Holt,0,0,0.0,Holt,0,0.0,0,8470772,0,1.0,2,20052006,L,2,0,NYR,,624,0
8,0,2,0,Gerald Coleman,0,2,2.77349,Coleman,0,1.0,0,8470813,0,0.8823500000000001,15,20052006,L,17,0,TBL,,2596,0
9,0,1,1,Frederic Cassivi,0,4,4.08974,Cassivi,1,0.0,0,8460696,0,0.8666600000000001,26,20052006,L,30,0,WSH,,3521,0
10,0,1,0,Jordan Sigalet,0,0,0.0,Sigalet,0,0.0,0,8469653,0,,0,20052006,L,0,0,BOS,,43,0
11,0,1,1,Brian Finley,0,7,7.0,Finley,1,0.0,0,8467879,0,0.8292600000000001,34,20052006,R,41,0,NSH,,3600,0
12,0,16,13,Jocelyn Thibault,0,60,4.46262,Thibault,9,3.0,2,8459432,0,0.8760300000000001,424,20052006,L,484,0,PIT,,48402,1
13,0,5,5,Steve Shields,0,19,4.28329,Shields,2,1.0,0,8458615,0,0.8527100000000001,110,20052006,L,129,0,ATL,,15969,1
14,0,2,1,Pekka Rinne,0,4,3.80147,Rinne,1,0.0,0,8471469,0,0.9,36,20052006,L,40,0,NSH,,3788,1
15,0,4,4,Jimmy Howard,0,10,2.9902800000000003,Howard,2,0.0,0,8470657,0,0.9038400000000001,94,20052006,L,104,0,DET,,12039,1
16,0,3,3,Josh Harding,0,8,2.59459,Harding,1,0.0,0,8470216,0,0.90361,75,20052006,R,83,1,MIN,,11100,2
17,0,7,4,Wade Dubielewicz,0,15,2.9001,Dubielewicz,3,0.0,0,8470584,0,0.8965500000000001,130,20052006,L,145,0,NYI,,18620,2
18,0,17,9,Jamie McLennan,0,34,3.00958,McLennan,4,2.0,0,8458562,0,0.9055500000000001,326,20052006,L,360,0,FLA,,40670,2
19,0,8,5,Mika Noronen,0,22,3.89629,Noronen,3,0.0,2,8466156,0,0.8571400000000001,132,20052006,L,154,0,"BUF,VAN",,20327,2
20,0,9,7,Adam Berkhoel,0,30,3.80228,Berkhoel,4,1.0,0,8468720,0,0.8823500000000001,225,20052006,L,255,0,ATL,,28404,2
21,1,8,7,Vitaly Kolesnik,0,20,3.24149,Kolesnik,3,0.0,2,8471915,1,0.8876400000000001,158,20052006,L,178,0,COL,,22212,3
22,1,10,10,Adam Munro,0,25,2.9958,Munro,5,2.0,0,8469482,1,0.8931600000000001,209,20052006,L,234,1,CHI,,30042,3
23,0,14,9,Scott Clemmensen,0,35,3.31544,Clemmensen,4,2.0,0,8466339,0,0.8825500000000001,263,20052006,L,298,0,NJD,,38004,3
24,0,9,6,Martin Prusek,0,20,3.21385,Prusek,3,0.0,0,8468037,0,0.8787800000000001,145,20052006,R,165,0,CBJ,,22403,3
25,0,6,5,Yann Danis,0,14,2.69015,Danis,2,0.0,0,8471186,0,0.9078900000000001,138,20052006,L,152,1,MTL,,18735,3
26,0,15,12,David Leneveu,0,44,3.24297,Leneveu,8,2.0,0,8470263,0,0.8860100000000001,342,20052006,L,386,0,PHX,,48844,3
27,0,13,9,Philippe Sauve,0,39,3.9713700000000003,Sauve,7,0.0,21,8467364,0,0.8818100000000001,291,20052006,L,330,0,"CGY,PHX",,35353,3
28,0,20,16,Garth Snow,0,68,3.72234,Snow,13,1.0,2,8458075,0,0.8857100000000001,527,20052006,L,595,0,NYI,,65765,4
29,0,14,11,Brian Boucher,0,48,4.14995,Boucher,8,0.0,2,8462052,0,0.8706100000000001,323,20052006,L,371,0,"PHX,CGY",,41639,4
30,0,31,29,Patrick Lalime,0,103,3.63643,Lalime,18,8.0,0,8459579,0,0.8813300000000001,765,20052006,L,868,0,STL,,101968,4
31,0,9,9,Jose Theodore,0,29,3.03585,Theodore,5,,0,8460535,0,0.90202,267,20052006,R,296,0,COL,,34389,4
32,1,19,17,Jason Bacashihua,0,52,3.22959,Bacashihua,10,1.0,0,8469479,1,0.89902,463,20052006,L,515,0,STL,,57964,4
33,0,7,5,Nolan Schaefer,0,11,1.87393,Schaefer,1,0.0,2,8468646,0,0.9202800000000001,127,20052006,R,138,1,SJS,,21132,5
34,1,29,21,Craig Anderson,0,86,3.3216,Anderson,12,4.0,14,8467950,1,0.8863900000000001,671,20052006,L,757,1,"CHI,CHI",,93208,6
35,0,19,15,Ty Conklin,0,44,2.84518,Conklin,6,1.0,2,8469152,0,0.8784500000000001,318,20052006,L,362,1,EDM,,55673,8
36,0,13,13,Dan Cloutier,0,36,3.17234,Cloutier,3,1.0,4,8460516,0,0.8922100000000001,298,20052006,L,334,0,VAN,,40853,8
37,0,30,28,Andrew Raycroft,0,100,3.70702,Raycroft,19,2.0,0,8467453,0,0.8786400000000001,724,20052006,L,824,0,BOS,,97113,8
38,0,17,13,Mike Dunham,0,36,2.77159,Dunham,5,2.0,0,8456137,0,0.89285,300,20052006,L,336,1,ATL,,46760,8
39,1,26,23,Sebastien Caron,0,87,3.97774,Caron,9,5.0,0,8467959,1,0.8813000000000001,646,20052006,L,733,1,PIT,,78738,8
40,0,20,19,Hannu Toivonen,0,51,2.63199,Toivonen,5,4.0,6,8470084,0,0.9135500000000001,539,20052006,L,590,1,BOS,,69757,9
41,0,26,23,Brent Johnson,0,81,3.44022,Johnson,12,1.0,14,8462161,0,0.9051500000000001,773,20052006,L,854,1,WSH,,84762,9
42,0,11,11,Jean-Sebastien Aubin,0,25,2.21434,Aubin,0,2.0,0,8462102,0,0.9242400000000001,305,20052006,R,330,1,TOR,,40644,9
43,0,25,22,Mikael Tellqvist,0,73,3.13144,Tellqvist,11,2.0,0,8468550,0,0.8952600000000001,624,20052006,L,697,2,TOR,,83923,10
44,2,24,20,Michael Garnett,0,73,3.44488,Garnett,7,4.0,0,8469529,2,0.88485,561,20052006,L,634,2,ATL,,76287,10
45,1,29,21,Jason LaBarbera,0,69,2.88998,LaBarbera,9,2.0,0,8467391,1,0.8997,619,20052006,L,688,1,LAK,,85952,11
46,1,33,31,Pascal Leclaire,0,97,3.22679,Leclaire,15,3.0,2,8469461,1,0.91051,987,20052006,L,1084,0,CBJ,,108219,11
47,1,25,18,Mike Morrison,0,54,2.94871,Morrison,4,3.0,2,8467486,1,0.8818300000000001,403,20052006,L,457,0,"EDM,OTT",,65927,11
48,2,19,15,Johan Hedberg,0,48,2.66955,Hedberg,4,1.0,6,8460704,2,0.8983000000000001,424,20052006,L,472,0,DAL,,64730,12
49,1,38,35,Tim Thomas,0,101,2.7714,Thomas,13,10.0,4,8460703,1,0.91673,1112,20052006,L,1213,1,BOS,,131197,12
50,2,18,18,Dwayne Roloson,0,45,2.32815,Roloson,5,,14,8460806,2,0.9271800000000001,573,20052006,L,618,1,EDM,,69583,12
51,0,28,25,Chris Mason,1,69,2.71921,Mason,9,1.0,0,8462152,1,0.9101500000000001,699,20052006,L,768,2,NSH,,91350,13
52,1,50,45,Marc-Andre Fleury,0,152,3.24645,Fleury,27,6.0,0,8470594,1,0.8976400000000001,1333,20052006,L,1485,1,PIT,,168553,13
53,0,34,31,Curtis Sanford,0,81,2.65513,Sanford,13,5.0,0,8468166,0,0.9084700000000001,804,20052006,L,885,3,STL,,109825,13
54,1,38,28,Sean Burke,0,87,2.86443,Burke,11,4.0,10,8445769,1,0.8940300000000001,734,20052006,L,821,2,TBL,,109341,14
55,1,43,42,Dwayne Roloson,0,115,2.73415,Roloson,24,5.0,8,8460806,1,0.9084300000000001,1141,20052006,L,1256,2,"MIN,EDM",,151418,14
56,1,33,33,Kevin Weekes,0,95,2.98426,Weekes,15,3.0,6,8459463,1,0.8934900000000001,797,20052006,L,892,0,NYR,,114601,14
57,1,34,29,Peter Budaj,0,86,2.86221,Budaj,10,6.0,4,8469514,1,0.90046,778,20052006,L,864,2,COL,,108168,14
58,1,46,44,Evgeni Nabokov,0,134,3.10852,Nabokov,19,7.0,18,8460705,1,0.88487,1030,20052006,L,1164,1,SJS,,155186,16
59,1,50,50,Nikolai Khabibulin,0,157,3.34687,Khabibulin,26,6.0,10,8459140,1,0.88614,1222,20052006,L,1379,0,CHI,,168874,17
60,1,43,38,Jussi Markkanen,0,118,2.97983,Markkanen,15,6.0,0,8462255,1,0.8831600000000001,892,20052006,L,1010,1,EDM,,142558,18
61,1,43,41,Jose Theodore,0,137,3.41041,Theodore,18,6.0,2,8460535,1,0.8816900000000001,1021,20052006,R,1158,0,"MTL,COL",,144616,18
62,2,42,34,Ilya Bryzgalov,0,82,2.20213,Bryzgalov,16,1.0,6,8468524,2,0.91944,936,20052006,L,1018,4,ANA,,134052,19
63,0,32,29,Chris Osgood,0,85,2.76268,Osgood,6,5.0,8,8458568,0,0.89734,743,20052006,L,828,2,DET,,110762,20
64,1,38,37,Kari Lehtonen,0,106,2.93694,Lehtonen,15,0.0,4,8470140,1,0.9056000000000001,1017,20052006,L,1123,2,ATL,,129931,20
65,0,42,39,Cristobal Huet,0,92,2.2181100000000002,Huet,15,4.0,0,8469658,0,0.9290600000000001,1205,20052006,L,1297,7,MTL,,149316,20
66,3,59,58,Olie Kolzig,0,206,3.5253300000000003,Kolzig,28,11.0,14,8448535,3,0.8963200000000001,1781,20052006,L,1987,0,WSH,,210363,20
67,1,49,45,Marc Denis,0,151,3.25162,Denis,25,1.0,2,8462055,1,0.8996600000000001,1354,20052006,L,1505,1,CBJ,,167178,21
68,1,35,31,Martin Biron,0,93,2.88493,Biron,8,3.0,10,8462047,1,0.9051,887,20052006,L,980,1,BUF,,116051,21
69,1,49,49,Ed Belfour,0,159,3.29319,Belfour,22,4.0,12,8445386,1,0.8922700000000001,1317,20052006,L,1476,0,TOR,,173813,22
70,1,48,42,Antero Niittymaki,0,138,2.9969900000000003,Niittymaki,15,6.0,0,8467511,1,0.8934300000000001,1157,20052006,L,1295,2,PHI,,165766,23
71,3,46,46,Robert Esche,0,135,3.11432,Esche,15,5.0,6,8465093,3,0.8941100000000001,1140,20052006,L,1275,1,PHI,,156053,24
72,0,43,42,Dominik Hasek,0,90,2.08981,Hasek,10,4.0,16,8447687,0,0.92512,1112,20052006,L,1202,5,OTT,,155038,28
73,2,49,48,Ray Emery,0,131,2.83566,Emery,16,4.0,2,8469548,2,0.9017900000000001,1203,20052006,L,1334,3,OTT,,166310,28
74,3,50,49,David Aebischer,0,149,3.08799,Aebischer,17,2.0,16,8466290,3,0.8988400000000001,1324,20052006,L,1473,3,"MTL,COL",,173705,29
75,3,51,46,Cam Ward,0,138,2.95304,Ward,16,2.0,0,8470320,3,0.8983000000000001,1219,20052006,L,1357,2,CAR,,168233,29
76,1,48,44,Vesa Toskala,0,115,2.53184,Toskala,12,4.0,4,8462117,1,0.9032800000000001,1074,20052006,L,1189,3,SJS,,163517,29
77,1,63,62,Rick DiPietro,0,180,3.02386,DiPietro,24,5.0,28,8468481,1,0.89983,1617,20052006,R,1797,1,NYI,,214295,30
78,3,58,56,Manny Fernandez,0,130,2.28656,Fernandez,18,7.0,6,8458988,3,0.9193500000000001,1482,20052006,L,1612,1,MIN,,204674,30
79,2,56,53,Henrik Lundqvist,0,129,2.35319,Lundqvist,15,9.0,0,8468685,2,0.91751,1435,20052006,L,1564,2,NYR,,197349,30
80,1,61,58,John Grahame,0,176,3.16128,Grahame,25,1.0,14,8460715,1,0.8863000000000001,1372,20052006,L,1548,5,TBL,,200425,30
81,3,63,61,Mathieu Garon,0,185,3.22098,Garon,26,3.0,8,8464999,3,0.8935500000000001,1553,20052006,R,1738,4,LAK,,206769,31
82,1,60,59,Curtis Joseph,0,166,2.9087,Joseph,21,3.0,18,8448382,1,0.9017700000000001,1524,20052006,L,1690,4,PHX,,205452,32
83,0,66,64,Jean-Sebastien Giguere,0,168,2.7245,Giguere,18,11.0,20,8462044,0,0.9078900000000001,1656,20052006,L,1824,2,ANA,,221985,33
84,2,67,64,Alex Auld,0,189,2.93864,Auld,26,6.0,4,8467913,2,0.9024700000000001,1749,20052006,L,1938,0,VAN,,231535,33
85,3,75,73,Roberto Luongo,0,213,2.9687900000000003,Luongo,30,9.0,2,8466141,3,0.9143800000000001,2275,20052006,L,2488,4,FLA,,258287,35
86,2,61,60,Tomas Vokoun,0,160,2.66603,Vokoun,18,7.0,26,8460712,2,0.9193500000000001,1824,20052006,R,1984,4,NSH,,216051,36
87,2,66,61,Martin Gerber,0,175,2.82687,Gerber,15,6.0,8,8469675,2,0.9032600000000001,1634,20052006,L,1809,4,CAR,,222861,39
88,1,57,55,Manny Legace,0,124,2.24583,Legace,12,3.0,0,8459308,1,0.9113600000000001,1275,20052006,L,1399,7,DET,,198768,39
89,2,66,66,Ryan Miller,0,172,2.58987,Miller,21,3.0,2,8468011,2,0.9123300000000001,1790,20052006,L,1962,2,BUF,,239085,41
90,2,73,72,Marty Turco,0,184,2.61042,Turco,23,5.0,30,8460612,2,0.8954500000000001,1576,20052006,L,1760,3,DAL,,253752,42
91,2,81,80,Miikka Kiprusoff,0,167,2.08417,Kiprusoff,24,11.0,12,8462147,2,0.9224300000000001,1986,20052006,L,2153,10,CGY,,288459,45
92,3,82,82,Martin Brodeur,0,207,2.53595,Brodeur,27,7.0,6,8455710,3,0.91251,2159,20052006,L,2366,6,NJD,,293854,48
0,0,1,1,Kristers Gudlevskis,0,1,1.00083,Gudlevskis,0,1.0,0,8477356,0,0.9687500000000001,31,20152016,L,32,0,TBL,,3597,0
1,0,1,0,Jordan Binnington,0,1,4.69361,Binnington,0,0.0,0,8476412,0,0.75,3,20152016,L,4,0,STL,,767,0
2,0,2,0,Yann Danis,0,4,4.75247,Danis,1,0.0,0,8471186,0,0.7777700000000001,14,20152016,L,18,0,NJD,,3030,0
3,0,2,1,Niklas Treutle,0,5,6.03621,Treutle,1,0.0,2,8478999,0,0.75,15,20152016,L,20,0,ARI,,2982,0
4,0,1,0,Roman Will,0,1,3.24909,Will,0,0.0,0,8477914,0,0.66666,2,20152016,L,3,0,COL,,1108,0
5,0,1,1,Jason Kasdorf,0,4,4.0,Kasdorf,1,0.0,0,8476309,0,0.8666600000000001,26,20152016,L,30,0,BUF,,3600,0
6,0,1,0,Chris Driedger,0,0,0.0,Driedger,0,0.0,0,8476904,0,1.0,11,20152016,L,11,0,OTT,,1909,0
7,0,5,5,Laurent Brossoit,0,18,3.6058,Brossoit,4,1.0,0,8476316,0,0.8732300000000001,124,20152016,L,142,0,EDM,,17971,0
8,0,1,1,Juuse Saros,0,3,3.10255,Saros,1,0.0,0,8477424,0,0.8695600000000001,20,20152016,L,23,0,NSH,,3481,0
9,0,1,1,Matthew O'Connor,0,3,3.10166,O'Connor,1,0.0,0,8478559,0,0.9117600000000001,31,20152016,L,34,0,OTT,,3482,0
10,0,1,0,Pheonix Copley,0,1,2.45566,Copley,0,0.0,0,8477831,0,0.83333,5,20152016,L,6,0,STL,,1466,0
11,0,1,0,Michael Leighton,0,1,1.5196200000000002,Leighton,0,0.0,0,8468038,0,0.9411700000000001,16,20152016,L,17,0,CHI,,2369,0
12,0,1,0,James Reimer,0,1,2.06303,Reimer,0,,0,8473503,0,0.8571400000000001,6,20152016,L,7,0,SJS,,1745,0
13,0,1,0,Magnus Hellberg,0,2,6.0,Hellberg,0,0.0,0,8476433,0,0.66666,4,20152016,L,6,0,NYR,,1200,0
14,0,1,1,Richard Bachman,0,3,3.00668,Bachman,0,0.0,0,8473614,0,0.90322,28,20152016,L,31,0,VAN,,3592,1
15,0,1,1,Peter Budaj,0,4,3.85232,Budaj,0,0.0,0,8469514,0,0.8571400000000001,24,20152016,L,28,0,LAK,,3738,1
16,0,6,4,Dustin Tokarski,0,12,3.18349,Tokarski,3,0.0,0,8474682,0,0.87755,86,20152016,L,98,0,MTL,,13570,1
17,0,1,1,Charlie Lindgren,0,2,2.0,Lindgren,0,0.0,0,8479292,0,0.9285700000000001,26,20152016,R,28,0,MTL,,3600,1
18,0,4,2,Christopher Gibson,0,11,3.40147,Gibson,1,1.0,0,8476444,0,0.8817200000000001,82,20152016,L,93,0,NYI,,11642,1
19,0,4,3,Anton Forsberg,0,9,3.03115,Forsberg,3,0.0,0,8476341,0,0.9072100000000001,88,20152016,L,97,0,CBJ,,10689,1
20,1,18,12,Curtis McElhinney,0,46,3.30367,McElhinney,7,3.0,0,8470147,1,0.88968,371,20152016,L,417,0,CBJ,,50126,2
21,0,4,4,Scott Wedgewood,0,5,1.2461,Wedgewood,1,1.0,0,8475809,0,0.9568900000000001,111,20152016,L,116,1,NJD,,14445,2
22,0,4,3,Niklas Backstrom,0,13,3.35171,Backstrom,2,0.0,0,8473404,0,0.8807300000000001,96,20152016,L,109,0,CGY,,13963,2
23,0,9,7,Anton Khudobin,0,16,2.6941,Khudobin,3,0.0,0,8471418,0,0.9085700000000001,159,20152016,L,175,1,ANA,,21380,3
24,1,13,9,Alex Stalock,0,33,2.9371,Stalock,5,2.0,0,8471774,1,0.88421,252,20152016,L,285,0,SJS,,40448,3
25,0,8,6,J-F Berube,0,18,2.67669,Berube,2,1.0,0,8475234,0,0.9150900000000001,194,20152016,L,212,0,NYI,,24209,3
26,1,14,12,Reto Berra,0,29,2.41426,Berra,8,0.0,2,8473499,1,0.9224500000000001,345,20152016,L,374,2,COL,,43243,5
27,1,21,21,Robin Lehner,0,48,2.47404,Lehner,9,5.0,8,8475215,1,0.9242900000000001,586,20152016,L,634,1,BUF,,69845,5
28,0,16,13,Jeff Zatkoff,0,40,2.8259600000000002,Zatkoff,8,1.0,0,8473553,0,0.9154300000000001,433,20152016,L,473,0,PIT,,50956,5
29,0,15,14,Ben Scrivens,0,42,3.06581,Scrivens,8,0.0,0,8475681,0,0.9060400000000001,405,20152016,L,447,0,MTL,,49318,5
30,1,19,13,Anders Lindback,0,47,3.11212,Lindback,7,1.0,0,8474765,1,0.8939,396,20152016,L,443,0,ARI,,54368,5
31,0,17,17,Garret Sparks,0,49,3.01553,Sparks,9,1.0,0,8476343,0,0.8925400000000001,407,20152016,L,456,1,TOR,,58497,6
32,0,21,16,Darcy Kuemper,0,43,2.42618,Kuemper,7,5.0,2,8475311,0,0.9151800000000001,464,20152016,L,507,2,MIN,,63804,6
33,1,20,13,Calvin Pickard,0,42,2.55725,Pickard,6,1.0,0,8475717,1,0.9220700000000001,497,20152016,L,539,1,COL,,59126,7
34,0,16,13,Jhonas Enroth,0,31,2.17213,Enroth,5,1.0,0,8473523,0,0.9221100000000001,367,20152016,L,398,2,LAK,,51378,7
35,0,22,19,Joni Ortio,0,55,2.75746,Ortio,9,5.0,2,8475299,0,0.9024800000000001,509,20152016,L,564,1,CGY,,71805,7
36,0,24,21,Andrew Hammond,0,61,2.64772,Hammond,11,4.0,2,8477202,0,0.91432,651,20152016,L,712,1,OTT,,82939,7
37,1,20,15,Carter Hutton,0,39,2.34261,Hutton,5,4.0,0,8475622,1,0.9164800000000001,428,20152016,L,467,2,NSH,,59933,7
38,0,20,20,Linus Ullmark,0,49,2.60023,Ullmark,10,2.0,0,8476999,0,0.91327,516,20152016,L,565,0,BUF,,67840,8
39,0,22,16,Philipp Grubauer,0,43,2.3221600000000002,Grubauer,9,1.0,2,8475831,0,0.91778,480,20152016,L,523,0,WSH,,66662,8
40,0,30,25,Michael Hutchinson,0,75,2.83741,Hutchinson,15,3.0,0,8474636,0,0.90683,730,20152016,R,805,0,WPG,,95157,9
41,0,23,20,Keith Kinkaid,0,58,2.80547,Kinkaid,9,1.0,2,8476234,0,0.9041300000000001,547,20152016,L,605,2,NJD,,74426,9
42,0,26,23,Jonas Hiller,0,79,3.50885,Hiller,11,1.0,0,8473972,0,0.8792000000000001,575,20152016,R,654,1,CGY,,81052,9
43,1,29,24,Anders Nilsson,0,78,3.11878,Nilsson,13,2.0,4,8475195,1,0.90114,711,20152016,L,789,0,"EDM,STL",,90035,10
44,0,12,12,Carey Price,0,24,2.06205,Price,2,0.0,0,8471679,0,0.9342400000000001,341,20152016,L,365,2,MTL,,41900,10
45,0,24,20,Jonas Gustavsson,0,57,2.71759,Gustavsson,9,1.0,0,8475361,0,0.9083600000000001,565,20152016,L,622,1,BOS,,75508,11
46,0,28,18,Antti Raanta,0,47,2.26654,Raanta,7,2.0,0,8477293,0,0.9172500000000001,521,20152016,L,568,1,NYR,,74651,11
47,0,25,22,Al Montoya,0,49,2.17579,Montoya,7,3.0,2,8471219,0,0.9194,559,20152016,L,608,0,FLA,,81074,12
48,2,34,31,Eddie Lack,0,90,2.81235,Lack,14,6.0,0,8475663,2,0.9010900000000001,820,20152016,L,910,2,CAR,,115206,12
49,0,29,24,Scott Darling,0,67,2.57689,Darling,8,4.0,0,8474152,0,0.91454,717,20152016,L,784,1,CHI,,93601,12
50,0,38,36,Jonathan Bernier,0,103,2.87874,Bernier,21,3.0,2,8473541,0,0.9075400000000001,1011,20152016,L,1114,3,TOR,,128806,12
51,2,33,30,Jacob Markstrom,0,84,2.7281,Markstrom,14,4.0,4,8474593,2,0.9149700000000001,904,20152016,L,988,0,VAN,,110846,13
52,0,26,26,Connor Hellebuyck,0,56,2.34396,Hellebuyck,11,1.0,0,8476945,0,0.918,627,20152016,L,683,2,WPG,,86008,13
53,0,33,31,Ondrej Pavelec,0,88,2.78038,Pavelec,13,4.0,0,8471715,0,0.9041300000000001,830,20152016,L,918,1,WPG,,113941,13
54,0,32,27,Andrei Vasilevskiy,0,78,2.76424,Vasilevskiy,14,0.0,0,8476883,0,0.91456,835,20152016,L,913,1,TBL,,101583,14
55,1,39,35,Jimmy Howard,0,99,2.8407,Howard,16,5.0,2,8470657,1,0.9050800000000001,944,20152016,L,1043,2,DET,,125462,14
56,1,32,32,Mike Smith,0,77,2.6347300000000002,Smith,13,2.0,2,8469608,1,0.91639,844,20152016,L,921,3,ARI,,105210,15
57,2,37,37,Sergei Bobrovsky,0,97,2.75001,Bobrovsky,19,1.0,2,8475683,2,0.9075300000000001,952,20152016,L,1049,1,CBJ,,126981,15
58,1,39,36,Louis Domingue,0,101,2.74697,Domingue,18,5.0,0,8475839,1,0.9115500000000001,1041,20152016,R,1142,2,ARI,,132364,15
59,0,31,30,Joonas Korpisalo,0,78,2.5956,Korpisalo,11,4.0,2,8476914,0,0.9195000000000001,891,20152016,L,969,0,CBJ,,108183,16
60,0,40,37,James Reimer,0,88,2.3052200000000003,Reimer,14,7.0,0,8473503,0,0.92198,1040,20152016,L,1128,3,"TOR,SJS",,137427,17
61,1,37,37,Karri Ramo,0,94,2.62982,Ramo,18,1.0,0,8471403,1,0.9090900000000001,940,20152016,L,1034,1,CGY,,128678,17
62,1,51,51,Ryan Miller,0,137,2.70085,Miller,24,9.0,2,8468011,1,0.91615,1497,20152016,L,1634,1,VAN,,182609,17
63,1,36,36,Jaroslav Halak,0,80,2.29535,Halak,13,4.0,0,8470860,1,0.9186900000000001,904,20152016,L,984,3,NYI,,125471,18
64,1,35,32,Michal Neuvirth,0,71,2.12581,Neuvirth,9,4.0,2,8473607,1,0.9299100000000001,942,20152016,L,1013,4,PHI,,120236,20
65,1,56,53,Cam Talbot,0,137,2.55056,Talbot,27,5.0,0,8475660,1,0.9168600000000001,1511,20152016,L,1648,3,EDM,,193369,21
66,0,55,51,Mike Condon,0,141,2.70916,Condon,25,6.0,0,8477237,0,0.90329,1317,20152016,L,1458,1,MTL,,187364,21
67,1,42,40,John Gibson,0,85,2.11493,Gibson,15,4.0,2,8476434,1,0.9192,967,20152016,L,1052,4,ANA,,144685,21
68,2,45,40,Chad Johnson,0,102,2.36194,Johnson,16,4.0,0,8473434,2,0.91968,1168,20152016,L,1270,1,BUF,,155465,22
69,0,57,56,Steve Mason,0,144,2.59729,Mason,22,10.0,2,8473461,0,0.9144300000000001,1539,20152016,R,1683,4,PHI,,199592,23
70,0,52,51,Cam Ward,0,122,2.40942,Ward,17,10.0,0,8470320,0,0.9091500000000001,1221,20152016,L,1343,1,CAR,,182284,23
71,0,34,34,Matt Murray,0,69,2.05372,Murray,8,1.0,4,8476899,0,0.9258000000000001,861,20152016,L,930,2,PIT,,120951,24
72,1,48,42,Frederik Andersen,0,95,2.19627,Andersen,11,7.0,2,8475883,1,0.922,1123,20152016,L,1218,4,ANA,,155718,25
73,2,53,46,Antti Niemi,0,131,2.7184,Niemi,16,7.0,2,8474550,2,0.9023800000000001,1211,20152016,L,1342,3,DAL,,173484,26
74,0,57,57,Semyon Varlamov,0,148,2.8106400000000002,Varlamov,25,3.0,6,8473575,0,0.9136500000000001,1566,20152016,L,1714,2,COL,,189565,27
75,0,52,46,Jake Allen,0,108,2.35425,Allen,16,3.0,0,8474596,0,0.9186700000000001,1220,20152016,L,1328,6,STL,,165148,27
76,0,58,58,Cory Schneider,0,122,2.14509,Schneider,25,6.0,0,8471239,0,0.9236000000000001,1475,20152016,L,1597,4,NJD,,204746,27
77,2,57,52,Petr Mrazek,0,119,2.27551,Mrazek,18,6.0,2,8475852,2,0.92176,1402,20152016,L,1521,5,DET,,188265,28
78,1,52,49,Thomas Greiss,0,120,2.38363,Greiss,17,4.0,2,8471306,1,0.9242900000000001,1465,20152016,L,1585,1,NYI,,181236,28
79,2,60,60,Craig Anderson,0,161,2.77815,Anderson,23,5.0,0,8467950,2,0.9159200000000001,1754,20152016,L,1915,4,OTT,,208628,31
80,3,54,49,Kari Lehtonen,0,131,2.77349,Lehtonen,13,2.0,2,8470140,3,0.9049300000000001,1247,20152016,L,1378,3,DAL,,170038,31
81,1,64,62,Tuukka Rask,0,157,2.56113,Rask,22,8.0,0,8471695,1,0.9153100000000001,1697,20152016,L,1854,4,BOS,,220683,31
82,0,60,56,Brian Elliott,0,121,2.1863,Elliott,17,6.0,4,8470880,0,0.9270600000000001,1538,20152016,L,1659,5,STL,,199240,32
83,0,73,72,Devan Dubnyk,0,170,2.41691,Dubnyk,30,6.0,8,8471227,0,0.9146500000000001,1822,20152016,L,1992,5,MIN,,253215,34
84,1,60,59,Marc-Andre Fleury,0,136,2.3038600000000002,Fleury,18,6.0,2,8470594,1,0.9198500000000001,1561,20152016,L,1697,5,PIT,,212512,35
85,4,70,69,Henrik Lundqvist,0,171,2.57971,Lundqvist,24,7.0,4,8468685,4,0.9168600000000001,1886,20152016,L,2057,4,NYR,,238631,36
86,2,68,66,Roberto Luongo,0,156,2.31672,Luongo,23,6.0,4,8466141,2,0.9230700000000001,1872,20152016,L,2028,4,FLA,,242411,37
87,1,65,65,Corey Crawford,0,150,2.38698,Crawford,22,5.0,4,8470645,1,0.9219900000000001,1773,20152016,L,1923,7,CHI,,226227,38
88,3,80,80,Pekka Rinne,0,199,2.5077,Rinne,28,10.0,6,8471469,3,0.9073500000000001,1949,20152016,L,2148,4,NSH,,285680,41
