playerId,Name,seasonId,teamAbbrev,goals,assists,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedGoals,shorthandedPoints,pim,toi,games,ppg,gpg,apg,spg,positionCode,team_points,team_wins,std_ppg
8477330,Dominik Kubalik,20192020,CHI,30,16,46,2,4,8,3,0,157,1224,0,0,16,14.374509803921569,68,0.6764705882352942,0.4411764705882353,0.23529411764705882,2.3088235294117645,LW,72,32,1.7590857482726614
8477404,Jake Guentzel,20162017,PIT,16,17,33,7,1,3,0,0,81,820,0,0,10,15.885833333333334,40,0.825,0.4,0.425,2.025,LW,111,50,1.7484622157194023
8481540,Cole Caufield,20212022,MTL,23,20,43,-24,5,13,3,2,188,1380,0,0,10,16.680348258706466,67,0.6417910447761194,0.34328358208955223,0.29850746268656714,2.8059701492537314,RW,55,22,1.6303014216605503
8476881,Tomas Hertl,20132014,SJS,15,10,25,11,3,3,3,0,98,805,0,0,4,15.328378378378378,37,0.6756756756756757,0.40540540540540543,0.2702702702702703,2.6486486486486487,C,111,51,1.614418117442092
8478483,Mitchell Marner,20162017,TOR,19,42,61,0,4,21,5,0,176,1690,0,0,38,16.498484848484846,77,0.7922077922077922,0.24675324675324675,0.5454545454545454,2.2857142857142856,RW,95,40,1.5977921941856588
8476456,Jonathan Huberdeau,20122013,FLA,14,17,31,-15,2,9,1,0,112,1040,0,0,18,16.927430555555556,48,0.6458333333333334,0.2916666666666667,0.3541666666666667,2.3333333333333335,C,36,15,1.5370702307668085
8480801,Brady Tkachuk,20182019,OTT,22,23,45,-10,4,10,3,1,214,1442,0,0,75,16.02488262910798,71,0.6338028169014085,0.30985915492957744,0.323943661971831,3.0140845070422535,LW,64,29,1.5112432989317741
8476454,Ryan Nugent,20112012,EDM,18,34,52,-2,3,23,2,0,134,1301,0,0,16,17.605645161290322,62,0.8387096774193549,0.2903225806451613,0.5483870967741935,2.161290322580645,C,74,32,1.4953579718913155
8475848,Brendan Gallagher,20122013,MTL,15,13,28,10,3,4,3,0,117,855,0,0,33,13.862878787878788,44,0.6363636363636364,0.3409090909090909,0.29545454545454547,2.659090909090909,RW,63,29,1.4604440369866758
8475784,Jeff Skinner,20102011,CAR,31,32,63,3,6,18,2,0,215,1818,0,0,46,16.73150406504065,82,0.7682926829268293,0.3780487804878049,0.3902439024390244,2.6219512195121952,LW,91,40,1.4494874769910053
8482093,Seth Jarvis,20212022,CAR,17,23,40,11,2,6,4,1,110,1237,0,0,18,13.875,68,0.5882352941176471,0.25,0.3382352941176471,1.6176470588235294,C,116,54,1.3517132441358977
8474141,Patrick Kane,20072008,CHI,21,51,72,-5,7,28,4,1,191,1838,0,0,52,17.78028455284553,82,0.8780487804878049,0.25609756097560976,0.6219512195121951,2.3292682926829267,RW,88,40,1.301967076924133
8471215,Evgeni Malkin,20062007,PIT,33,52,85,2,16,40,6,1,242,1744,0,0,80,18.23589743589744,78,1.0897435897435896,0.4230769230769231,0.6666666666666666,3.1025641025641026,C,105,47,1.2619126739982711
